GeneID,FC0_1,FC0_2,FC0_3,FC1_1,FC1_2,FC1_3,FC3_1,FC3_2,FC3_3,FC2_1,FC2_2,FC2_3,DBM0_1,DBM0_2,DBM0_3,DBM25_1,DBM25_2,DBM25_3,DBM50_1,DBM50_2,DBM50_3,DBM75_1,DBM75_2,DBM75_3
FC1_1_k141_509_gene_385,82,1020,840,2320,926,334,3692,2622,2174,5638,3634,5764,4320,4578,1366,8176,10398,3294,2214,2030,2856,288,4060,188
FC1_1_k141_509_gene_386,100,1974,1868,3928,1880,424,4790,5060,4160,9308,6198,9622,6034,5224,1462,10718,14690,5144,4958,2282,4186,266,6790,262
FC1_1_k141_509_gene_387,108,1518,1222,3184,1490,314,3554,4104,3498,8738,4804,8704,4780,3900,1020,8834,12406,4352,5192,1764,4444,220,5034,268
FC1_1_k141_509_gene_388,314,5212,3734,5048,5138,850,9358,9596,9118,14314,14740,14842,9478,10576,3160,14716,18178,9330,6808,4618,4618,470,11568,434
FC1_1_k141_509_gene_389,28,300,298,2660,358,62,1034,1362,1054,6448,1542,5168,1718,1226,344,4218,7500,1348,5202,562,3146,104,1670,98
FC1_1_k141_515_gene_391,0,10,16,2,0,0,0,2,0,0,4,8,28,10,14,2,2,0,0,0,0,2,0,2
FC1_1_k141_516_gene_394,254,2896,3236,20762,2512,3504,3686,3960,3138,10008,4248,12408,4966,3268,734,10150,17632,3336,14784,3076,14838,1684,3948,282
FC1_1_k141_516_gene_395,646,10044,10996,18424,9014,10040,10106,11006,8982,13316,13228,13124,10384,9868,3102,12908,16820,9272,13396,9684,11944,4010,8052,534
FC1_1_k141_516_gene_396,698,8728,9670,16336,7552,9444,7534,9820,8048,12656,11232,13410,8874,7748,2454,11316,15500,7804,14432,7506,15092,3472,7546,440
FC1_1_k141_516_gene_397,480,5826,6120,17872,4730,6544,6562,8598,7204,12814,8608,13560,9352,5886,1640,11566,15706,6848,17256,6388,18826,2902,6610,590
FC1_1_k141_516_gene_398,230,2976,3412,15078,2776,3592,5138,5166,3660,7342,4694,7738,5628,5248,1642,9058,13078,4228,8356,4674,11190,1996,5030,228
FC1_1_k141_516_gene_399,150,456,1224,9956,514,1890,2062,2112,1582,5028,984,5074,3310,2476,676,6788,10498,2252,6840,2046,10342,1172,2366,180
FC1_1_k141_516_gene_400,296,4292,4998,17930,4286,5136,4752,5542,4680,10498,5962,11966,6058,4326,1258,9950,15476,4442,14332,4268,14666,2200,5496,374
FC1_1_k141_516_gene_401,168,2056,2340,10254,1966,2460,2476,3086,2306,5988,2830,6604,3424,2444,718,6092,9284,2570,8214,2324,10086,1208,2970,178
FC1_1_k141_516_gene_402,32,398,608,8904,452,1058,1196,1252,856,3226,892,3870,1862,1148,292,4596,8502,1164,4870,1176,8818,694,1574,94
FC1_1_k141_516_gene_403,346,6840,8208,18350,6676,7806,7576,8110,6794,11334,9648,12368,8286,7476,2214,12104,17054,6854,12388,6986,12760,3470,7710,404
FC1_1_k141_516_gene_404,112,1552,2210,8774,1392,2698,2848,2960,2074,4514,2216,4642,4232,3598,948,6202,8246,2770,4720,3040,8554,1694,2898,116
FC1_1_k141_516_gene_405,256,3050,3618,9176,3044,3582,3400,3962,2876,5274,3566,5718,4006,3572,1008,6704,9632,3214,5678,3480,8020,1698,3476,168
FC1_1_k141_516_gene_406,956,11670,13106,25004,10990,12656,11054,15288,12502,20042,14864,22192,13828,10268,2964,17964,23290,11120,25522,9450,18268,5476,13464,916
FC1_1_k141_516_gene_408,598,6936,8298,19546,6592,8354,4806,7240,5580,13346,6284,15298,6828,5002,1244,11382,17298,4982,17756,5404,15328,3000,6244,442
FC1_1_k141_516_gene_409,226,1894,2294,10908,1488,2752,2468,3078,2158,5884,2130,6852,3874,2554,738,6638,10588,2684,7986,2534,10548,1458,2656,274
FC1_1_k141_527_gene_416,0,0,0,1208,22,140,254,582,214,0,0,0,166,60,34,70,92,26,2798,1274,5230,0,0,0
FC1_1_k141_527_gene_417,2,6,80,2426,244,516,5060,4738,4848,9632,9440,4722,2778,5486,1230,4144,4164,5090,5304,4230,3426,54,194,114
FC1_1_k141_527_gene_418,0,0,48,2428,76,222,2330,2070,2320,7064,3848,3760,1492,2476,582,2846,3862,2220,5024,1942,3368,8,104,38
FC1_1_k141_527_gene_419,2,0,12,484,10,38,430,400,420,1470,728,704,402,602,86,740,826,474,948,372,952,0,52,14
FC1_1_k141_528_gene_422,428,3222,3844,13368,1588,2112,1388,1990,1386,3626,1424,10062,4226,1852,402,10458,20452,2264,1606,124,1820,2418,4268,434
FC1_1_k141_529_gene_423,8,6,8,10,4,6,2,4,2,0,6,4,2,6,0,0,0,4,4,2,4,4,2,6
FC1_1_k141_538_gene_426,0,24,0,6,14,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FC1_1_k141_538_gene_427,0,844,0,588,240,10,72,54,0,8,0,4,0,0,0,0,0,14,0,4,0,34,0,554
FC1_1_k141_538_gene_428,2,1064,0,502,334,4,42,56,0,2,0,4,0,0,0,0,0,12,0,10,4,122,2,502
FC1_1_k141_538_gene_429,4,890,0,610,370,6,68,48,0,0,0,2,0,0,0,0,0,44,0,0,2,122,4,648
FC1_1_k141_538_gene_430,0,876,0,536,264,2,70,52,2,12,0,6,0,0,0,0,0,18,0,2,0,58,2,758
FC1_1_k141_538_gene_431,0,642,0,630,326,0,40,98,2,16,0,6,0,2,0,0,0,24,0,0,0,40,0,680
FC1_1_k141_538_gene_432,0,46,0,124,50,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,104
FC1_1_k141_538_gene_433,0,856,0,548,320,30,74,58,4,6,0,8,0,0,0,0,4,8,0,0,0,56,0,630
FC1_1_k141_538_gene_434,0,0,0,506,180,0,50,50,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,310
FC1_1_k141_538_gene_436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1_1_k141_539_gene_438,358,3584,4470,17666,3082,4942,4620,5500,4346,9432,5270,10414,6940,5272,1320,11488,17450,5040,11950,4754,12240,2520,6488,374
FC1_1_k141_539_gene_439,22,506,618,2604,404,688,572,606,516,1090,682,1144,718,528,146,1194,2052,496,1772,470,1498,280,700,42
FC1_1_k141_539_gene_440,622,9102,10630,16748,8100,10060,8884,10502,8086,11752,10616,11440,9804,9712,2894,12290,15438,8232,11544,8628,12010,3966,10480,596
FC1_1_k141_539_gene_441,618,7576,8706,20782,7552,8832,7080,9202,7766,14104,9840,16176,8972,7856,1998,13376,19532,7286,18512,6420,17046,3386,9362,598
FC1_1_k141_539_gene_442,580,7182,8360,10756,6446,6844,5820,7870,6998,9054,7744,9982,6848,5902,1578,8328,9724,5926,12316,4930,13244,2886,7522,532
FC1_1_k141_539_gene_443,158,2156,2582,13302,1752,2588,2646,3492,2640,7390,2886,8552,4154,2322,498,7386,11680,2752,10394,2378,12356,1464,2758,238
FC1_1_k141_539_gene_444,80,1306,1392,11566,1070,2268,1986,2488,1852,5300,2054,6048,3440,2156,578,6906,11094,2522,6268,1958,10076,1226,2154,144
FC1_1_k141_539_gene_445,74,958,814,8074,674,1742,1964,1606,1064,2820,1230,3342,2962,2064,830,5162,7296,1936,3120,2364,6762,1162,1874,104
FC1_1_k141_539_gene_446,146,1262,1608,7922,1222,2224,2614,2666,1838,3426,2022,3724,3842,2638,756,5754,7548,2670,4346,2456,8892,1376,3356,174
FC1_1_k141_539_gene_447,190,2026,2406,9968,1988,3210,3222,3332,2130,4456,2840,4734,4222,3452,1028,6072,8748,2746,5210,3696,8056,1598,3668,146
FC1_1_k141_539_gene_448,86,358,594,4968,318,1364,1042,800,830,2320,916,2536,1570,1742,406,3656,5264,1306,2700,1420,5596,658,1278,60
FC1_1_k141_539_gene_449,2,2,44,72,2,86,82,36,56,60,6,50,106,50,22,144,74,130,82,56,206,52,48,14
FC1_1_k141_539_gene_450,598,8406,9944,21320,7658,8988,7994,9362,7702,12442,10622,13170,9358,8342,2406,12548,16966,7684,14736,7932,13496,3682,9054,532
FC1_1_k141_539_gene_451,480,4524,5424,16080,3824,4974,4796,6412,5130,9356,6386,10172,7410,4472,1214,10542,14912,5744,12804,4232,15052,2674,6478,464
FC1_1_k141_547_gene_456,260,2124,2004,7920,1664,2994,2572,2762,1732,4554,2760,5366,2930,2826,978,4840,8086,2094,5082,2676,5126,1024,2156,130
FC1_1_k141_548_gene_459,18,872,846,4886,600,1208,958,1192,1008,2630,1300,2798,1714,1254,404,3042,4928,1108,3494,1416,5018,616,1306,48
FC1_1_k141_548_gene_460,104,1542,2006,10358,1386,2164,1756,2398,1920,5288,2112,5906,2962,2114,504,5528,8870,2048,8160,2168,8336,1134,2500,150
FC1_1_k141_548_gene_461,252,2912,3762,8708,3054,3340,2746,3312,2814,5298,3658,5922,3570,3296,876,5644,8938,3030,7944,3116,7676,1802,4048,198
FC1_1_k141_548_gene_462,156,2090,2368,12744,1986,2926,2212,2868,2396,6696,2856,7388,3534,2782,650,7232,11526,2772,9366,2504,9588,1640,3514,224
FC1_1_k141_548_gene_463,602,7382,7456,13256,7024,7028,5148,7220,6278,10290,7948,10740,6518,6250,1904,9308,12180,5896,13210,5900,10012,3106,7132,368
FC1_1_k141_549_gene_466,0,0,0,482,44,142,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,2
FC1_1_k141_549_gene_468,44,352,462,5376,274,1166,1126,758,686,2276,620,2492,1618,1860,588,3526,5396,1206,2746,1630,3864,914,1278,70
FC1_1_k141_549_gene_469,54,652,852,4396,572,1254,1140,1200,838,1948,960,2042,1934,1502,360,3084,4106,1386,2716,1622,5646,990,1656,90
FC1_1_k141_549_gene_470,86,932,1160,7070,870,1644,1612,1628,1148,3112,1532,3428,2308,2212,648,4270,5936,1684,4106,2126,5798,1336,2486,116
FC1_1_k141_549_gene_471,54,1066,1198,5130,1134,1526,1426,1330,1244,2778,1928,3310,1784,1586,250,3066,4360,1322,3948,1526,7126,784,1620,60
FC1_1_k141_549_gene_472,114,722,1090,10570,600,978,890,1138,1010,5732,968,6610,1460,946,238,4838,9016,1040,9124,876,7634,608,1630,110
FC1_1_k141_549_gene_473,482,5800,5922,10246,5342,5038,3730,4914,4642,7072,5486,8484,4454,3934,1150,6342,9092,4118,9736,4114,9102,2354,5682,366
FC1_1_k141_549_gene_474,186,2020,3462,5324,1970,2762,2174,2456,1616,2828,2366,3150,2856,3026,900,3558,4830,1954,3656,2804,6280,1602,2902,178
FC1_1_k141_549_gene_475,8,76,88,2218,94,176,146,188,146,858,116,1016,312,196,58,1020,1948,256,988,218,1498,186,194,6
FC1_1_k141_549_gene_476,52,552,678,4826,490,1196,1264,1296,878,2134,1102,2534,2096,1406,486,3290,5026,1450,2790,1636,4768,762,1492,60
FC1_1_k141_549_gene_477,48,744,924,3594,684,1232,920,1000,776,1588,952,1892,1242,966,326,2252,3474,868,1958,1132,4284,614,1018,44
FC1_1_k141_550_gene_480,54,516,590,5004,644,1110,590,864,442,608,362,1654,1382,692,128,2330,4078,680,2156,964,5340,436,1074,56
FC1_1_k141_550_gene_481,144,1258,1770,8580,1508,2442,1394,1824,874,1332,896,3586,2404,1468,404,4534,6670,1370,4822,2058,6388,848,2200,128
FC1_1_k141_550_gene_482,130,926,1018,6594,1388,1588,680,1010,612,1348,584,3908,916,648,158,2640,4902,650,4858,898,3024,66,1382,44
FC1_1_k141_553_gene_485,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1_1_k141_554_gene_488,166,1740,2032,8002,1514,2360,1976,2302,1888,4392,2414,5514,2714,2510,536,5476,9164,2050,7368,2372,7022,1450,1846,120
FC1_1_k141_554_gene_489,176,1974,2004,9054,1748,1934,1894,2774,2266,4492,2380,5590,3436,2228,608,5438,8820,2806,7042,2126,9802,1654,3364,270
FC1_1_k141_556_gene_491,188,1854,2894,6156,1670,2688,2266,2528,1854,3632,2326,3848,3018,2792,586,4432,6160,2284,5272,2548,6956,1290,2442,160
FC1_1_k141_556_gene_492,250,3028,4052,9088,2658,3818,2964,3576,2496,5404,4110,5554,4160,4174,1264,6148,8712,3174,5720,3722,7974,1948,3214,202
FC1_1_k141_556_gene_493,458,5306,6404,10100,5276,5732,4132,5106,4564,7806,6424,8052,4994,5174,1366,6918,9568,4564,9418,4642,7896,2468,5096,348
FC1_1_k141_556_gene_494,128,1188,1728,5300,1330,2502,1688,1912,1450,2858,2334,2334,1972,2208,562,2744,3384,1536,3878,2690,5652,1390,1274,150
FC1_1_k141_556_gene_496,90,1218,1798,9198,994,1676,1620,1754,1298,4896,1830,5006,2350,2040,478,5038,8814,1706,6696,1920,7588,1080,1546,106
FC1_1_k141_556_gene_497,12,66,86,1292,62,120,138,192,130,394,120,660,134,146,14,554,1124,186,816,134,804,114,134,4
FC1_1_k141_556_gene_498,268,3450,3978,9388,3308,3684,2886,3672,2886,6068,4494,6576,3564,3714,1028,5924,8980,3202,7804,3214,7252,1806,3326,202
FC1_1_k141_556_gene_499,94,1026,1270,10050,864,1358,1232,1376,1152,4452,1306,5354,2044,1532,352,4720,8952,1548,7110,1462,7820,860,1472,144
FC1_1_k141_556_gene_500,158,1918,2578,12014,1788,2484,1978,2764,2028,6130,2830,7084,3190,2692,576,6728,10830,2510,9340,2334,8816,1444,3094,264
FC1_1_k141_556_gene_501,46,284,216,4130,202,588,620,660,470,1700,430,1904,1076,752,190,2708,4202,954,1950,758,5314,532,594,38
FC1_1_k141_561_gene_506,88,866,1010,7652,992,1920,1238,1522,884,1056,580,2246,1954,1022,330,3620,5912,1110,1652,1168,4100,486,1764,58
FC1_1_k141_561_gene_507,52,244,472,7414,302,1232,746,778,532,948,146,2598,1260,890,378,3514,5992,752,1698,798,3846,318,994,30
FC1_1_k141_564_gene_509,2,30,38,3730,276,912,18,18,2,2,2,30,190,220,78,32,32,30,2,0,6,32,78,2
FC1_1_k141_564_gene_510,4,0,14,68,10,4,40,16,14,10,8,44,50,32,10,32,116,22,28,36,152,10,22,10
FC1_1_k141_567_gene_511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1_1_k141_568_gene_512,40,54,44,72,46,60,26,36,32,50,40,44,46,72,36,44,54,48,80,60,62,18,46,6
FC1_1_k141_575_gene_515,14,488,502,1980,92,244,2032,1846,2136,5986,3172,3382,1436,2282,394,2494,3264,2154,4054,1486,3208,720,920,88
FC1_1_k141_577_gene_517,152,1436,2380,5616,1444,2568,2218,2552,1930,3602,2178,3864,3056,3352,946,4530,6260,2600,4336,3072,5996,1664,2970,104
FC1_1_k141_577_gene_518,528,6302,7336,10208,5846,6520,4642,6346,5290,8118,7256,8194,5346,5752,1746,7364,9514,5184,9694,5330,8648,3430,7736,420
FC1_1_k141_577_gene_519,32,124,198,3562,190,562,570,346,358,1260,326,1754,1010,894,230,2538,3310,776,1624,842,3282,666,696,46
FC1_1_k141_577_gene_520,54,160,350,3284,198,570,438,466,366,1242,374,1356,858,764,154,2136,2932,734,1852,794,3616,542,608,36
FC1_1_k141_579_gene_523,0,10,0,4,0,0,2,2,2,0,10,0,0,6,6,4,0,0,2,10,8,10,4,2
FC1_1_k141_584_gene_524,0,0,0,4892,326,1234,0,2,0,6,0,0,158,158,92,0,8,0,0,0,0,6,140,34
FC1_1_k141_587_gene_527,0,2,0,6472,470,3002,2,0,2,0,0,0,28,4,16,0,0,0,0,0,0,28,240,36
FC1_1_k141_587_gene_528,0,0,0,2910,360,1338,0,0,0,0,0,0,18,12,22,0,0,0,0,0,2,18,68,8
FC1_1_k141_587_gene_529,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1_1_k141_587_gene_531,0,0,0,6796,2554,6152,0,0,0,4,2,2,70,64,0,0,0,0,0,0,0,90,538,58
FC1_1_k141_587_gene_532,0,0,0,466,30,96,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,10
FC1_1_k141_587_gene_533,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1_1_k141_587_gene_534,0,0,0,3714,664,1620,0,0,0,8,0,0,30,16,8,0,0,0,0,0,0,14,136,24
FC1_1_k141_587_gene_535,0,0,8,15760,3154,7428,2,0,0,10,2,8,110,66,20,0,6,6,0,0,4,64,676,74
FC1_1_k141_587_gene_536,0,0,0,174,102,226,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
FC1_1_k141_587_gene_537,0,0,0,11406,624,1622,0,0,0,8,0,0,28,2,10,0,0,0,18,0,0,12,212,30
FC1_1_k141_606_gene_542,0,2,0,458,2,38,410,388,284,1200,216,632,274,390,30,1014,1162,616,926,546,1206,42,262,20
FC1_1_k141_606_gene_543,0,0,12,890,12,64,706,614,626,1926,910,1204,320,806,100,1116,1462,756,2020,904,1898,76,418,42
FC1_1_k141_606_gene_545,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FC1_1_k141_611_gene_547,4,16,26,824,26,80,222,474,152,100,46,66,194,76,46,106,180,60,4350,958,4532,62,0,0
FC1_1_k141_611_gene_548,0,0,0,512,14,96,294,374,168,0,0,0,96,48,50,22,36,12,1742,1126,1806,0,0,0
FC1_1_k141_612_gene_550,320,4358,4060,14744,3702,5076,4398,5060,4000,8960,5560,9800,5838,4462,1402,9030,14428,4388,10714,4444,11620,2014,4590,246
FC1_1_k141_612_gene_552,510,6472,6224,18258,5800,6086,5086,6232,5346,12822,7390,14160,6806,5484,1422,10782,16812,5152,16370,4938,13308,2908,5884,394
FC1_1_k141_612_gene_554,216,2318,2256,12910,1922,3170,3620,4642,3490,7150,3688,7836,6302,3376,808,9078,13928,5006,9422,3326,10894,2298,4702,344
FC1_1_k141_612_gene_555,214,1738,2554,9298,1534,3722,3478,3154,2416,4728,3380,4926,4464,4612,1298,6466,8702,3144,5208,4490,9108,1548,2748,144
FC1_1_k141_612_gene_556,244,4416,5738,16350,4186,5730,5730,6030,4582,8912,6316,9188,6522,5758,1598,9920,13946,4766,10586,5094,11434,2508,5476,214
FC1_1_k141_612_gene_557,460,9684,10494,13926,9432,9644,8340,8906,7822,10242,11312,10386,8878,8308,2730,10972,12602,7804,11120,7320,12120,3766,8402,382
FC1_1_k141_612_gene_558,62,1264,1202,10850,1418,2948,1860,2266,1700,5134,2578,5696,2726,2392,646,5932,10730,2170,6616,2226,9088,1236,2100,164
FC1_1_k141_612_gene_559,28,190,266,3364,138,272,274,392,284,1434,278,1906,552,314,60,1726,2700,326,2358,298,2564,232,360,46
FC1_1_k141_612_gene_560,10,216,286,1550,188,410,370,364,388,744,350,810,540,334,94,930,1494,408,1190,378,2158,198,446,40
FC1_1_k141_612_gene_561,108,1040,1118,10182,802,1590,1582,1742,1408,4282,1810,5012,2552,1658,380,5656,8658,1910,6180,1474,8832,872,1864,98
FC1_1_k141_612_gene_562,328,5094,6228,12336,3798,4130,6500,6766,5102,7684,7700,7452,7476,6802,2262,8920,10048,5214,7008,6682,10192,2746,5582,314
FC1_1_k141_612_gene_563,112,1328,1552,8668,1494,2390,1910,2322,1672,4504,1988,4898,2854,1906,530,5038,7338,1878,5840,1612,11062,1006,2684,134
FC1_1_k141_612_gene_564,150,2844,3464,11850,2556,3386,3282,3858,3072,6484,3766,7678,4366,3254,824,7382,11482,3182,8564,3154,10310,1746,3476,202
FC1_1_k141_612_gene_565,350,4932,4674,10198,4066,5118,4622,5430,4094,6762,6176,6648,6158,5592,1576,7524,8854,4276,7366,5150,11834,2160,4954,280
FC1_1_k141_612_gene_566,332,4832,5218,9186,4654,6442,5682,5702,4374,6194,6822,6116,6222,6146,1950,6936,8186,4794,5654,5250,8288,2540,4668,226
FC1_1_k141_612_gene_567,156,1532,1748,8184,1446,2128,1932,2138,1674,4350,2192,4592,2844,2032,550,4966,7444,2376,5202,2172,7700,1200,2106,160
FC1_1_k141_612_gene_568,236,2360,3256,12482,2386,3252,3058,3560,2898,6666,3104,7508,4092,3556,920,7386,11162,2818,8246,2946,9586,1334,3072,182
FC1_1_k141_612_gene_569,48,284,384,4116,268,556,516,682,546,1884,402,2108,954,618,126,2310,4862,900,2866,472,4220,252,610,68
FC1_1_k141_612_gene_570,570,6536,7024,13806,4922,7046,7174,8078,6664,10038,9080,10218,8024,7978,2458,10480,13384,6734,10316,7068,11446,2644,6916,430
FC1_1_k141_612_gene_571,370,4794,5674,13394,4194,6180,5430,6296,5310,9082,6406,9300,6754,5980,1496,9274,11884,5266,9818,5544,11468,2094,5548,248
FC1_1_k141_612_gene_572,198,2050,2440,13306,2082,3664,2772,3352,2604,7120,2640,8144,4164,2610,792,7196,11994,3226,9692,2764,10236,1390,3332,284
FC1_1_k141_612_gene_573,452,6920,6324,14720,6058,6886,6140,7150,6644,11040,8774,11560,7378,5756,1618,10028,13226,5958,11870,5472,13590,2690,5944,372
FC1_1_k141_612_gene_574,506,6276,6492,13972,5880,6596,5596,6972,5708,10292,7902,12088,7016,6060,1764,9648,13504,5524,12488,4858,12798,2670,6472,376
FC1_1_k141_612_gene_575,188,1890,1876,7980,1690,2578,2658,2910,2376,4776,2902,5346,3880,2598,586,5500,7040,2748,5880,2902,10120,1198,2396,188
FC1_1_k141_612_gene_576,92,1094,1368,9570,1366,2194,1824,1914,1494,3882,1896,4408,2862,2100,472,5444,8164,2082,5096,1834,7330,1098,1844,120
FC1_1_k141_612_gene_577,58,634,596,6992,698,1296,1296,1200,920,3024,968,3304,2188,1158,344,4366,6584,1402,3746,1266,7654,808,1346,56
FC1_1_k141_612_gene_578,192,1560,1980,9380,1288,2196,2530,2446,1766,4616,2218,4896,3288,3034,744,6116,8372,2400,5498,2744,8140,1198,2584,138
FC1_1_k141_612_gene_579,126,2122,2370,13404,1970,2718,2784,2930,2250,6352,2840,7980,4104,2722,750,7124,11296,2610,7754,2610,10768,1638,3108,178
FC1_1_k141_612_gene_580,94,1140,1142,9616,1140,2144,2228,2218,1446,3660,1984,4554,2942,2376,638,5808,8530,2114,5120,2310,7424,1120,2352,116
FC1_1_k141_612_gene_581,474,5920,6388,10626,5710,6964,5978,6618,5578,7342,7682,7374,6170,6426,1774,7462,8912,5302,7128,5936,9600,2554,6426,324
FC1_1_k141_615_gene_586,166,2174,1966,11540,3766,6304,3146,3604,2886,5970,3598,6386,4640,3088,972,6770,9628,2948,6864,2758,8576,1816,2832,182
FC1_1_k141_618_gene_588,0,0,0,2236,108,384,0,0,0,2,0,0,4,6,0,0,0,0,0,0,0,8,40,2
FC1_1_k141_618_gene_589,0,0,0,1586,100,412,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,40,4
FC1_1_k141_618_gene_590,0,2,0,12840,3420,7668,4,0,0,0,4,0,62,28,48,0,4,0,0,0,0,50,484,42
FC1_1_k141_626_gene_593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0
FC1_1_k141_626_gene_594,0,608,168,30,6,6,26,0,90,36,356,78,574,4080,1304,2150,2154,540,24494,118,2764,2810,6208,1196
FC1_1_k141_631_gene_595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1_1_k141_633_gene_596,0,0,4,240,18,58,554,484,478,688,784,322,158,662,88,410,410,512,484,804,316,0,8,0
FC1_1_k141_636_gene_599,0,22,42,10,30,0,12,0,2,8,4,2,6,24,30,30,0,42,218,44,22,0,36,92
FC1_1_k141_641_gene_602,128,3034,2674,5262,3268,3124,2556,3194,1786,1330,2316,2744,3626,2696,880,3816,4700,1998,2318,2012,4174,1640,3300,94
FC1_1_k141_641_gene_603,142,2106,1714,7350,1872,2198,2002,2350,1440,1284,1418,3062,3314,2068,822,4378,6138,1622,2542,1574,5188,1022,2826,98
FC1_1_k141_644_gene_606,0,0,0,3004,1022,50,234,178,0,0,0,0,0,0,0,0,0,68,0,0,0,22,0,1376
FC1_1_k141_644_gene_607,0,0,0,4304,794,22,254,126,26,0,0,0,0,0,0,0,0,72,0,0,4,30,0,1148
FC1_1_k141_659_gene_613,262,3352,3854,10490,3338,3410,3872,4070,3452,7042,4786,7618,4776,5056,1304,7592,11570,4100,7416,4088,6894,2144,5000,334
FC1_1_k141_659_gene_614,122,1600,1730,1496,1620,1382,1140,1364,1110,1196,1362,1500,944,1266,414,1184,1488,1048,1442,1134,852,640,1546,80
FC1_1_k141_659_gene_615,2,36,36,654,10,90,110,66,108,160,36,158,154,100,10,300,396,138,436,140,814,74,56,6
FC1_1_k141_659_gene_616,0,0,0,6588,1702,4122,0,0,4,0,0,0,74,30,4,2,0,0,0,0,0,106,1170,106
FC1_1_k141_661_gene_621,12,104,172,5960,868,2416,10,14,2,6,18,4,334,160,80,4,0,22,0,0,0,24,306,46
FC1_1_k141_661_gene_623,2,104,216,9678,1244,3900,8,28,20,20,40,48,420,336,180,20,22,12,0,0,8,36,360,64
FC1_1_k141_661_gene_624,40,1138,1758,20192,8170,15196,48,252,34,70,206,142,1292,986,580,78,26,76,0,0,0,76,1374,278
FC1_1_k141_661_gene_626,64,690,960,10120,812,2124,308,448,406,2258,670,1772,702,498,104,976,1368,490,2436,284,2396,308,248,64
FC1_1_k141_661_gene_627,698,5528,9186,16178,4818,9444,4128,4508,4272,11666,8064,7724,3882,5122,1612,4532,5586,4206,9954,4318,5654,1716,966,230
FC1_1_k141_665_gene_631,66,1492,1020,804,1568,136,1280,1896,1282,1882,1474,4532,2280,1546,454,5118,8094,1818,90,14,280,90,3336,74
FC1_1_k141_665_gene_632,34,980,496,516,850,70,806,1094,834,1144,990,3014,1582,1038,300,3892,6304,1144,86,8,256,62,2074,50
FC1_1_k141_665_gene_634,98,1634,1070,618,1874,118,1430,1790,1586,1782,1676,4396,2322,1362,414,4220,6826,1702,114,24,294,84,2946,56
FC1_1_k141_665_gene_635,74,1444,742,530,1246,86,1166,1318,1010,1464,1350,3408,1656,1226,422,4232,6536,1294,66,10,256,96,2396,38
FC1_1_k141_665_gene_637,56,958,666,332,1034,60,994,1238,982,1034,956,2492,1990,1332,314,3622,5028,1410,68,8,204,84,2496,58
FC1_1_k141_665_gene_638,92,1510,920,458,1380,68,1426,1760,1424,1590,1676,3612,2234,1470,526,4062,5680,1828,92,2,210,162,3010,44
FC1_1_k141_665_gene_639,26,1004,756,598,1010,68,1178,1322,952,1284,1192,3660,1786,1174,318,4092,6376,1316,112,18,278,94,2704,44
FC1_1_k141_665_gene_640,2,80,94,174,78,18,196,248,160,346,140,772,438,246,66,1266,2118,318,18,0,150,12,384,6
FC1_1_k141_665_gene_641,38,844,584,510,836,76,858,1020,742,1398,692,3868,1330,858,280,3698,6178,1074,90,6,256,70,2054,46
FC1_1_k141_675_gene_643,36,238,372,4356,224,680,326,494,328,1758,368,1166,446,368,60,784,1336,414,1944,490,2200,322,128,52
FC1_1_k141_675_gene_644,70,148,338,4388,156,770,492,328,408,1738,364,1300,526,700,152,1292,1622,634,1486,652,2260,794,194,52
FC1_1_k141_688_gene_651,174,1312,1570,7144,1092,2534,2746,2570,2016,4010,2480,4922,3946,3192,898,6146,7956,3014,4902,2712,7420,1364,2506,180
FC1_1_k141_688_gene_652,104,1064,996,8402,1004,1426,1200,1482,1144,4746,1398,5210,1710,1054,288,4128,7050,1194,6432,1054,6084,492,1366,60
FC1_1_k141_688_gene_653,124,2316,2146,9752,2490,2188,1920,2692,2096,6110,3220,7960,2442,2014,440,5478,9418,1886,9948,1672,6608,906,2522,176
FC1_1_k141_688_gene_654,688,10550,8500,10634,9506,9884,7674,10168,8844,10558,12016,11034,8404,7122,2232,8992,10562,7316,10002,7108,7132,2912,8236,462
